term,catalog_year,prefix,number,title,description,units,sections_offered,url
Fall 2025,2025-2026,MUP,384,Movement And Acting Techniques For Singers,"Movement and acting techniques for opera and musical theatre performance. Includes characterization, communication, body language, dramaturgy, and analysis.  Letter grade only.  May be repeated for up to 8 units of credit.  Prerequisite: any music major or minor.",1,,https://catalog.nau.edu/Courses/course?courseId=005740&term=1257
Fall 2025,2025-2026,MUP,389,Cooperative Education,"Individualized preplanned cooperative employment experience related to
your field of study or career objectives. Department consent required. Pass/Fail only. May be repeated for up to 12 units of credit. Please complete the Cooperative Education Proposal form and obtain signatures of approval BEFORE registering. 
https://policy.nau.edu/policy/Documents/Cooperative_Education_Form_121317.pdf",1-12,,https://catalog.nau.edu/Courses/course?courseId=005741&term=1257
Fall 2025,2025-2026,MUP,399,Special Topics,"In-depth study of an aspect, concept, or problem within a program of study.  Letter grade only.  May be repeated for up to 6 units of credit.",1-3,,https://catalog.nau.edu/Courses/course?courseId=005743&term=1257
Fall 2025,2025-2026,MUP,408,Fieldwork Experience,Individualized supervised field experience in an appropriate agency or organization. Pass/Fail only. No repeat limit.,1-12,,https://catalog.nau.edu/Courses/course?courseId=005744&term=1257
Fall 2025,2025-2026,MUP,411,"Private Lessons: Music Majors/Minors, Upper Division II","Admission to private lessons is granted through audition and by permission of the instructor. One half-hour lesson per week for 1 unit of credit, one hour lesson per week for 2 or 3 units. All students are required to attend the weekly master class(es). All students must take a performance jury at the end of each semester. Music majors must have passed the upper division jury before enrolling in upper division lessons. Letter grade only. Two completions of each topics are allowed.",1-3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005746&term=1257
Fall 2025,2025-2026,MUP,412,Private Lessons: Non-music Majors/Minors And Secondary Study- Upper Division II,Admission is granted through permission of the instructor and is limited to non-Music Majors/Minors or Music Majors/Minors studying on a secondary instrument.  Instructor consent required.  Letter grade only.  Two completions of each topic are allowed.  May be repeated for credit.  Prerequisite:  Two terms of MUP 312 with grades of C or better.,1-2,,https://catalog.nau.edu/Courses/course?courseId=005747&term=1257
Fall 2025,2025-2026,MUP,431,Conducting,"Fundamental conducting patterns and rehearsal techniques, score reading, and score preparation.  Letter grade only.",2,,https://catalog.nau.edu/Courses/course?courseId=005777&term=1257
Fall 2025,2025-2026,MUP,433,Instrumental Conducting,"Techniques, organization, materials, and interpretation for large instrumental groups.  Letter grade only.",2,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005778&term=1257
Fall 2025,2025-2026,MUP,435,Choral Conducting,"Techniques, organization, materials, and interpretation of traditional and contemporary choral literature.  Letter grade only.",2,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005780&term=1257
Fall 2025,2025-2026,MUP,485,Undergraduate Research,Individualized original research under the supervision of a research adviser.  Pass-fail only.  May be repeated for up to 12 units of credit.,1-6,,https://catalog.nau.edu/Courses/course?courseId=005781&term=1257
Fall 2025,2025-2026,MUP,497,Independent Study,Individualized approach to selected topics by guided reading and critical evaluation.  Department consent required.  Pass-fail only.  May be repeated for up to 12 units of credit.  Please complete the Independent Study Proposal form and obtain signatures of approval BEFORE registering.  https://nau.edu/wp-content/uploads/sites/26/Independent_Study_Form_FINAL-3.pdf,1-6,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005782&term=1257
Fall 2025,2025-2026,MUP,499,Contemporary Developments,Examines recent trends and investigations in a selected area.  Letter grade only.  May be repeated for credit.,1-3,,https://catalog.nau.edu/Courses/course?courseId=005784&term=1257
Fall 2025,2025-2026,MUP,511,Private Lessons I,Department consent required. Letter grade only. Four completions of each topic are allowed.,1-3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005786&term=1257
Fall 2025,2025-2026,MUP,587,Professional Development Seminar,"Designed to assist in preparing you for entry into your professional arena.  Pass-fail or letter grade, depending on department policy.  May be repeated for credit.",1-3,,https://catalog.nau.edu/Courses/course?courseId=005810&term=1257
Fall 2025,2025-2026,MUP,599,Contemporary Developments,Examines recent trends and investigations in a selected area of a particular field of study.  May be offered no more than three times before being submitted for a permanent course number.  Letter grade only.  May be repeated for credit.,1-3,,https://catalog.nau.edu/Courses/course?courseId=005811&term=1257
Fall 2025,2025-2026,MUP,611,Private Lessons II,This course can be applied toward performance degree requirements. Department consent required. Letter grade only. Four completions of each topic are allowed.,1-3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005820&term=1257
Fall 2025,2025-2026,MUP,620,Composition Private Lessons,"Advanced projects in music composition. Students who register for 2 units receive a half-hour lesson, and students who register for 3 units receive an hour lesson, subject to instructor approval. Instructor consent required. Letter grade only. May be repeated for up to 12 units of credit. Prerequisite: Experience in arranging and composing music.",2-3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005829&term=1257
Fall 2025,2025-2026,MUP,631,Advanced Conducting,"Techniques and interpretation of literature for choral, instrumental, opera, and other groups.  Instructor consent required.  Letter grade only.  May be repeated for up to 12 units of credit.",1-3,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005850&term=1257
Fall 2025,2025-2026,MUP,660,Choral/Vocal Ensemble,Department consent required.  Letter grade only.  Four completions of each topic are allowed.  May be repeated for credit.,1,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005862&term=1257
Fall 2025,2025-2026,MUP,670,Instrumental Ensemble,Membership chosen by audition. Department consent required. Letter grade only. Four completions of each topic are allowed.,1,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005871&term=1257
Fall 2025,2025-2026,MUP,697,Independent Study,Individualized directed study on selected topics.  Note that no more than 3 units may be included on a master's plan in education.  Department consent required.  Pass-fail only.  May be repeated for up to 12 units of credit.  Please complete the Independent Study Proposal form and obtain signatures of approval BEFORE registering.  https://nau.edu/wp-content/uploads/sites/26/Independent_Study_Form_FINAL-3.pdf,1,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005881&term=1257
Fall 2025,2025-2026,MUP,698,Graduate Seminar,"Reading and discussion on selected advanced topics.  Pass-fail or letter grade, depending on department policy.  May be repeated for up to 12 units of credit.",1,,https://catalog.nau.edu/Courses/course?courseId=005882&term=1257
Fall 2025,2025-2026,MUP,380,Junior Recital,"Open to music majors (MBUS, BMED) currently enrolled in upper-division private lessons. Department consent required. Pass/Fail only. May be repeated for a maximum of 4 units.",1,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005954&term=1257
Fall 2025,2025-2026,MUP,480C,Applied Lessons And Senior Recital,Preparing music and written background information for public performance. Department consent required. Letter grade only.,4,Spring 2026,https://catalog.nau.edu/Courses/course?courseId=005982&term=1257
